"COD_MUN";"LOG";"LAT";
"44187";"0,05562751";"40,88215307";
"44189";"-1,46964132";"40,56165809";
"44190";"-1,5053336";"40,77151479";
"44191";"-0,44684373";"41,2144278";
"44192";"-0,92912557";"40,22444743";
"44193";"-0,45966111";"40,26475069";
"44194";"0,02043709";"40,83754007";
"44195";"-0,99528718";"40,72202645";
"44196";"-1,14833026";"40,1165373";
"44197";"-1,51630483";"40,64096456";
"44198";"-1,51258302";"40,37702113";
"44199";"-1,26998871";"40,27642388";
"44200";"-1,21341829";"40,7700109";
"44201";"-0,65143314";"40,19007338";
"44203";"-1,00541426";"40,96188707";
"44204";"-1,42790593";"40,32504659";
"44205";"-0,39017017";"41,19026993";
"44206";"-0,69288965";"40,05989064";
"44207";"-1,38701731";"41,06559445";
"44208";"-1,08921605";"41,11460567";
"44209";"-1,31215335";"40,56501265";
"44210";"-0,81521369";"40,14094343";
"44211";"-0,95120623";"40,9399936";
"44212";"-0,33675749";"40,81226525";
"44213";"-1,31305672";"40,65499113";
"44215";"-1,50354185";"40,29844745";
"44216";"-1,10927177";"40,34412951";
"44217";"-1,4862161";"40,24809693";
"44218";"-1,35359451";"40,20253822";
"44219";"-1,43325599";"40,96220276";
"44220";"-1,45866104";"40,8907256";
"44221";"-0,09123944";"40,9602276";
"44222";"-1,07198987";"40,91012769";
"44223";"-0,06840241";"40,75170255";
"44224";"-0,71826622";"40,84205724";
"44225";"0,10900892";"40,93711142";
"44226";"-1,30257568";"40,61397627";
"44227";"-1,09701154";"40,85323665";
"44228";"-1,2968909";"40,58973246";
"44229";"-1,53211153";"40,42701658";
"44230";"-0,10936575";"40,90316774";
"44231";"-0,95759808";"40,02233237";
"44232";"-1,33772454";"40,82589067";
"44234";"-1,23993355";"40,19215355";
"44235";"-1,57420075";"40,43069658";
"44236";"-0,39901896";"40,62112023";
"44237";"-0,47063301";"41,16011207";
"44238";"-0,84316294";"40,81347559";
"44239";"-1,09131288";"40,19040116";
"44240";"-0,81088053";"40,22935082";
"44241";"-0,03514372";"40,99083302";
"44243";"-1,40945135";"40,29739874";
"44244";"-0,60606873";"40,3912832";
"44245";"0,08365997";"40,9868198";
"44246";"0,1557343";"40,87590223";
"44247";"0,02602668";"40,95267103";
"44249";"-1,56574607";"40,23396641";
"44250";"-1,40624178";"40,15390732";
"44251";"-1,3472759";"40,69472583";
"44252";"-1,24614098";"41,10939265";
"44256";"-1,00919469";"40,89144128";
"44257";"-1,67413906";"40,39514909";
"44258";"-1,49944452";"40,6824911";
"44260";"-0,52931929";"40,64815989";
"44261";"-1,26708485";"40,51711461";
"44262";"-0,66971122";"40,53003487";
"44263";"-1,15323397";"40,28020398";
"44264";"-1,18729721";"40,23351965";
"44265";"-0,57659252";"41,26739389";
"44266";"-1,09819557";"40,68511563";
"44267";"-0,94020747";"40,86999819";
"44268";"-0,61863148";"40,78421418";
"50001";"-1,69921759";"41,13823568";
"50002";"-1,60429853";"41,17047963";
"50003";"-1,45183776";"41,85576815";
"50004";"-1,26960814";"41,33848892";
"50005";"-1,0455632";"41,29652143";
"50006";"-1,51925171";"41,81670398";
"50007";"-1,1560466";"41,24916598";
"50008";"-1,12214332";"41,77030322";
"50009";"-1,61294807";"41,20459678";
"50010";"-1,47138793";"41,82047221";
"50011";"-1,50040452";"41,82722238";
"50012";"-0,35862022";"41,33502243";
"50013";"-1,19436833";"41,81558439";
"50014";"-1,69707293";"41,78627271";
"50015";"-2,12311327";"41,20465968";
"50016";"-1,70175827";"41,06435578";
"50017";"-0,70180187";"41,61525007";
"50018";"-1,24312168";"41,43981344";
"50019";"-0,38546374";"41,32834097";
"50020";"-1,89527354";"41,29507154";
"50021";"-0,54963666";"41,28018845";
"50022";"-0,20971283";"41,55453535";
"50023";"-0,79261296";"41,28225409";
"50024";"-1,3239318";"41,39738034";
"50025";"-1,3746454";"41,47666813";
"50026";"-1,38158786";"41,42195793";
"50027";"-1,617811";"41,79541553";
"50028";"-1,33328459";"41,06972963";
"50029";"-1,70372366";"41,44499163";
"50030";"-1,72101755";"41,77858896";
"50031";"-1,79270089";"41,57856435";
"50032";"-1,5017233";"41,51118036";
"50033";"-0,75940594";"42,20125723";
"50034";"-2,05613753";"41,31268123";
"50035";"-0,98337165";"42,586862";
"50036";"-1,04664653";"42,28369098";
"50037";"-1,55465462";"41,16045423";
"50038";"-1,79352304";"41,33091735";
"50039";"-0,87161579";"41,25600151";
"50040";"-1,25406499";"41,138427";
"50041";"-0,94591281";"42,54931056";
"50042";"-1,46072493";"41,08696916";
"50043";"-1,18775221";"41,7124093";
"50044";"-1,21185931";"41,6844071";
"50045";"-0,74526089";"41,29984463";
"50046";"-1,53740539";"41,31250781";
"50047";"-1,94581078";"41,56172329";
"50048";"-1,46693964";"40,99062484";
"50050";"-1,92035616";"41,54050923";
"50051";"-1,18795951";"42,26312893";
"50052";"-1,44332655";"41,85601334";
"50053";"-1,25025514";"41,84916113";
"50054";"-2,078045";"41,41702227";
"50055";"-1,53215004";"41,83498182";
"50056";"-1,03210941";"41,50751372";
"50057";"-1,60027978";"41,52358252";
"50058";"-1,85295641";"41,31559099";
"50059";"-0,1527435";"41,49813764";
"50060";"-1,60170092";"41,81781831";
"50061";"-1,48805183";"41,81690098";
"50062";"-0,73954128";"41,57211095";
"50063";"-1,60179965";"41,88569316";
"50064";"-1,16334577";"41,79569242";
"50065";"-2,04072219";"41,21187512";
"50066";"-0,95980215";"41,55506015";
"50067";"-1,64472637";"41,35431931";
"50068";"-1,34507004";"41,52342482";
"50069";"-1,71687097";"41,65512192";
"50070";"-1,91172017";"41,15769929";
"50071";"-1,84421983";"41,12616279";
"50072";"-1,79717085";"41,27683835";
"50073";"-1,22327064";"41,33816994";
"50074";"-0,03750663";"41,23639012";
"50075";"-1,63602906";"41,18323635";
"50076";"-1,81213433";"41,31024964";
"50077";"-0,99531902";"41,98248789";
"50078";"-1,27335239";"42,37659647";
"50079";"-1,73545486";"41,43286084";
"50080";"-1,21571689";"41,21639235";
"50081";"-1,96399798";"41,29345893";
"50082";"-1,77496634";"41,10080151";
"50083";"-0,37189848";"41,34061367";
"50084";"-1,8377207";"41,52970531";
"50085";"-0,69943589";"41,3334059";
"50086";"-1,3744028";"41,29349474";
"50087";"-1,91756388";"41,30566913";
"50088";"-1,29933003";"41,36604369";
"50089";"-0,92991614";"41,58939012";
"50090";"-1,63772454";"41,09678294";
"50091";"-1,54999291";"40,95850584";
"50092";"-0,12722335";"41,26235164";
"50093";"-1,48007469";"41,48691928";
"50094";"-1,41677154";"41,11515254";
"50095";"-1,13778144";"42,12905622";
"50096";"-1,97122135";"41,38089701";
"50098";"-1,27667754";"41,28520927";
"50099";"-1,28180937";"41,60133359";
"50100";"-0,94865115";"42,11723697";
"50101";"-0,32422923";"41,29269832";
"50102";"0,16695357";"41,17861328";
"50104";"-0,50528092";"41,68234305";
"50105";"0,33209477";"41,24135322";
"50106";"-1,7829199";"41,87998376";
"50107";"-1,17295475";"41,76756534";
"50108";"-1,19252286";"41,14462017";
"50109";"-0,93141632";"42,27261825";
"50110";"-1,4945333";"41,41393534";
"50111";"-1,44954604";"41,87431759";
"50113";"-1,47203733";"41,76075772";
"50114";"-0,95939508";"41,34240218";
"50115";"-0,63028731";"41,51287994";
"50116";"-1,53614556";"41,22889379";
"50117";"-1,50956492";"40,99667871";
"50118";"-1,31823382";"41,87010862";
"50119";"-0,46196276";"41,40662053";
"50120";"-1,86436029";"41,26981057";
"50121";"-1,64936495";"41,54637227";
"50122";"-1,72735623";"41,87110412";
"50123";"-1,16271963";"41,74344462";
"50124";"-1,08257115";"41,21059411";
"50125";"-1,83449014";"41,218754";
"50126";"-1,6296782";"41,53898762";
"50128";"-1,05597606";"42,48814981";
"50129";"-1,88294681";"41,18938306";
"50130";"-1,67655177";"41,55604688";
"50131";"-0,99134595";"41,45212837";
"50132";"-1,07285821";"41,74482682";
"50133";"-0,80527913";"41,24064118";
"50134";"-1,39826605";"41,21286201";
"50135";"-1,24465626";"42,29704472";
"50136";"-0,70869288";"41,20453171";
"50137";"-0,61046189";"41,79933716";
"50138";"-1,28404831";"41,08607589";
"50139";"-0,8039258";"41,25503551";
"50140";"-1,7517902";"41,81431511";
"50141";"-1,76081543";"41,83576778";
"50142";"-1,02164651";"42,47866443";
"50143";"-1,16904948";"41,40378284";
"50144";"-0,93509558";"42,48028841";
"50146";"-1,31490243";"41,55437558";
"50147";"-1,2375019";"41,82974637";
"50148";"-1,02317252";"42,36986843";
"50149";"-1,14733247";"41,1668345";
"50150";"-1,29989133";"41,63106386";
"50151";"-0,93013543";"42,16908363";
"50152";"0,14256843";"41,12199909";
"50153";"-1,46036968";"41,8340781";
"50154";"-1,30221644";"41,19225484";
"50155";"-1,87454418";"41,56904581";
"50156";"-1,54911679";"41,82709144";
"50157";"-1,67017959";"41,95226203";
"50159";"-1,61605865";"41,28836801";
"50160";"-1,41847153";"41,90052558";
"50161";"-1,46642093";"41,15017019";
"50162";"-1,51805957";"41,28897617";
"50163";"-0,9971823";"41,5370289";
"50164";"-0,70570613";"41,46671251";
"50165";"0,30277747";"41,37428943";
"50166";"-1,53835949";"41,55143626";
"50167";"-1,08324315";"41,42602797";
"50168";"-0,95521893";"42,58356195";
"50169";"-1,49155839";"41,25742116";
"50170";"-0,41585763";"41,6386397";
"50171";"-0,8347105";"41,12871851";
"50172";"-2,10510641";"41,29094083";
"50173";"-1,73444643";"41,17434372";
"50174";"-1,51523215";"41,20665666";
"50175";"-1,47618479";"41,47401464";
"50176";"-1,58693085";"41,24801186";
"50177";"-1,56440118";"41,47345669";
"50178";"-1,82673537";"41,39857354";
"50179";"-0,92242052";"41,12839821";
"50180";"-1,06946562";"41,4830362";
"50181";"-1,08483691";"41,46663061";
"50182";"-1,11675821";"41,57946381";
"50183";"-1,70574958";"41,2530754";
"50184";"-1,48182047";"41,15882333";
"50185";"-0,75117376";"42,33612544";
"50186";"-1,14599252";"42,51281379";
"50187";"-1,52492869";"41,53516008";
"50188";"-1,35884061";"41,10695544";
"50189";"0,24619243";"41,2095729";
"50190";"-1,69258601";"41,94692656";
"50191";"-1,39395104";"41,93464275";
"50192";"-1,78906354";"41,21288045";
"50193";"-0,68314405";"41,59199889";
"50194";"-1,64686933";"41,23983271";
"50195";"-1,48978139";"41,11004396";
"50196";"-1,48003744";"41,29866756";
"50197";"-0,99972178";"42,27912614";
"50198";"-1,70012443";"41,59563172";
"50199";"-0,58064613";"41,53436117";
"50200";"-1,21201905";"41,2846371";
"50201";"-1,6396572";"41,31360004";
"50202";"-1,562104";"41,42296962";
"50203";"-0,78336563";"41,61871805";
"50204";"-1,21554213";"41,79055322";
"50205";"-0,87647991";"42,03807666";
"50206";"-0,63050338";"41,75356921";
"50207";"-0,80579366";"42,12009442";
"50208";"-0,53303523";"41,48709183";
"50209";"-1,10082877";"41,73632235";
"50210";"-1,02204659";"42,52923657";
"50211";"-1,22973094";"41,68113524";
"50212";"-1,20282078";"41,71127705";
"50213";"-0,96452515";"41,11126187";
"50214";"-1,84077356";"41,63784843";
"50215";"-2,15563394";"41,35222348";
"50216";"-1,4238176";"41,76494267";
"50217";"-1,26319995";"41,8604446";
"50218";"-0,85515752";"41,38488201";
"50219";"-0,75088411";"41,63158699";
"50220";"-0,75747926";"42,15300311";
"50221";"-1,762904";"41,6821162";
"50222";"-0,49805401";"41,42376777";
"50223";"-1,17527348";"41,83806868";
"50224";"-1,38112043";"41,14433666";
"50225";"-1,4058467";"41,50488275";
"50227";"-1,27488979";"41,12441002";
"50228";"-1,27473437";"41,63310259";
"50229";"-1,48228721";"41,28303342";
"50230";"-1,27248082";"42,28120303";
"50231";"-1,32290909";"41,56608459";
"50232";"-1,00526542";"42,66868827";
"50233";"-0,82724077";"41,23399655";
"50234";"-1,79200968";"41,83825283";
"50235";"-0,76811416";"41,83206978";
"50236";"-1,43078868";"41,36999274";
"50237";"-1,7573346";"41,88242965";
"50238";"-0,76038017";"42,28739683";
"50239";"-1,50796681";"41,03219358";
"50240";"-0,35375463";"41,32149982";
"50241";"-1,56540271";"41,44270963";
"50242";"-1,53021666";"41,34637392";
"50243";"-1,594946";"41,48703854";
"50244";"-0,91050503";"42,04861717";
"50245";"-1,012717";"42,63053712";
"50246";"-2,0036923";"41,171278";
"50247";"-1,03502791";"41,7395923";
"50248";"-1,21532996";"42,49731841";
"50249";"-1,54400751";"41,69697882";
"50250";"-1,67763953";"41,73171274";
"50251";"-1,72518642";"41,90264813";
"50252";"-1,25694062";"41,92139418";
"50253";"-1,71716772";"41,32701073";
"50254";"-1,60614472";"41,6064916";
"50255";"-1,40072236";"41,3385397";
"50256";"-1,66171649";"41,03642386";
"50257";"-1,68301417";"41,4165815";
"50258";"-1,33689418";"41,211028";
"50259";"-2,12860244";"41,23857944";
"50260";"-1,95170284";"41,58151188";
"50261";"-1,77007728";"41,89606778";
"50262";"-1,06450752";"41,75818705";
"50263";"-1,87659306";"41,4735893";
"50264";"-1,07381679";"41,3149131";
"50265";"-1,7242987";"41,82670339";
"50266";"-1,64021785";"41,64231516";
"50267";"-1,13074108";"42,36158799";
"50268";"-1,16902568";"42,56517243";
"50269";"-1,23505923";"41,66685149";
"50270";"-1,12901464";"42,51924667";
"50271";"-1,55837446";"41,0542737";
"50272";"-0,99446148";"41,71506874";
"50273";"-1,42292361";"41,07259511";
"50274";"-1,44656521";"41,05732416";
"50275";"-0,88353971";"41,44445656";
"50276";"-0,85396189";"42,15877628";
"50277";"-1,74079989";"41,29927655";
"50278";"-0,43722946";"41,3736031";
"50279";"-1,60435844";"41,2742201";
"50280";"-1,68714898";"41,82554602";
"50281";"-1,68022696";"41,92670965";
"50282";"-1,72483838";"41,27313209";
"50283";"-1,28722511";"41,16261458";
"50284";"-1,50889888";"41,19509924";
"50285";"-0,65051302";"41,57245852";
"50286";"-1,54894573";"41,32757915";
"50287";"-1,84064913";"41,43547376";
"50288";"-0,82121372";"41,76835375";
"50289";"-1,39221574";"41,07595379";
"50290";"-1,03458954";"41,35327712";
"50291";"-1,04280257";"41,15864639";
"50292";"-1,28727921";"41,19072752";
"50293";"-1,78425942";"41,46318334";
"50294";"-1,32381234";"41,14313846";
"50295";"-1,15326285";"41,21961356";
"50296";"-0,42740838";"41,32911648";
"50297";"-0,87928652";"41,65645655";
"50298";"-0,78671918";"41,86907598";
"50901";"-0,93657238";"42,38756817";
"50902";"-0,77641575";"42,09091716";
"50903";"-0,7705331";"41,68419824";